Unnamed: 0.1,Unnamed: 0,sentence,Option A,Option B,OP1,OP2,gold_ans,gold_scope_label,OP1_type,OP2_type,OP_rel,relation,comb
611,612.0,An engineer designs every bridge in the city.,"in total, there is more than one engineer designing the bridges","in total, there is exactly one engineer designing the bridges",an,every,B,surface,indefinite,universal,unimported,unimported,2
612,613.0,An architect drafts all the blueprints for the buildings.,"in total, there is exactly one architect drafting the blueprints","in total, there is more than one architect drafting the blueprints",an,all,B,surface,indefinite,universal,unimported,unimported,2
613,614.0,An architect drafts all the blueprints for the buildings.,"in total, there is more than one architect drafting the blueprints","in total, there is exactly one architect drafting the blueprints",an,all,A,surface,indefinite,universal,unimported,unimported,2
614,615.0,An editor reviews every article in the magazine.,"in total, there is exactly one editor reviewing the articles","in total, there is more than one editor reviewing the articles",an,every,A,surface,indefinite,universal,unimported,unimported,2
615,616.0,An editor reviews every article in the magazine.,"in total, there is more than one editor reviewing the articles","in total, there is exactly one editor reviewing the articles",an,every,B,surface,indefinite,universal,unimported,unimported,2
616,617.0,A director oversees all the scenes in the movie.,"in total, there is exactly one director overseeing the scenes","in total, there is more than one director overseeing the scenes",a,all,B,surface,indefinite,universal,unimported,unimported,2
617,618.0,A director oversees all the scenes in the movie.,"in total, there is more than one director overseeing the scenes","in total, there is exactly one director overseeing the scenes",a,all,A,surface,indefinite,universal,unimported,unimported,2
622,623.0,A security guard monitors every camera in the building.,"in total, there is exactly one security guard monitoring the cameras","in total, there is more than one security guard monitoring the cameras",a,every,A,surface,indefinite,universal,unimported,unimported,2
623,624.0,A security guard monitors every camera in the building.,"in total, there is more than one security guard monitoring the cameras","in total, there is exactly one security guard monitoring the cameras",a,every,B,surface,indefinite,universal,unimported,unimported,2
626,627.0,A driver transports every passenger to their destination.,"in total, there is more than one driver transporting the passengers","in total, there is exactly one driver transporting the passengers",a,every,B,surface,indefinite,universal,unimported,unimported,2
627,628.0,A driver transports every passenger to their destination.,"in total, there is exactly one driver transporting the passengers","in total, there is more than one driver transporting the passengers",a,every,A,surface,indefinite,universal,unimported,unimported,2
632,633.0,A firefighter checks all the equipment in the station.,"in total, there is more than one firefighter checking the equipment","in total, there is exactly one firefighter checking the equipment",a,all,B,surface,indefinite,universal,unimported,unimported,2
633,634.0,A firefighter checks all the equipment in the station.,"in total, there is exactly one firefighter checking the equipment","in total, there is more than one firefighter checking the equipment",a,all,A,surface,indefinite,universal,unimported,unimported,2
636,637.0,A mechanic services all the vehicles in the garage.,the same mechanic services all the vehicles,different mechanics service different vehicles,a,all,A,surface,indefinite,universal,unimported,unimported,2
637,638.0,A mechanic services all the vehicles in the garage.,different mechanics service different vehicles,the same mechanic services all the vehicles,a,all,B,surface,indefinite,universal,unimported,unimported,2
644,645.0,A veterinarian treats all the animals in the clinic.,"in total, there is more than one veterinarian treating the animals","in total, there is exactly one veterinarian treating the animals",a,all,B,surface,indefinite,universal,unimported,unimported,2
645,646.0,A veterinarian treats all the animals in the clinic.,"in total, there is exactly one veterinarian treating the animals","in total, there is more than one veterinarian treating the animals",a,all,A,surface,indefinite,universal,unimported,unimported,2
648,649.0,A professor teaches every course in the department.,"in total, there is exactly one professor teaching the courses","in total, there is more than one professor teaching the courses",a,every,A,surface,indefinite,universal,unimported,unimported,2
649,650.0,A professor teaches every course in the department.,"in total, there is more than one professor teaching the courses","in total, there is exactly one professor teaching the courses",a,every,B,surface,indefinite,universal,unimported,unimported,2
668,669.0,A coach plans every strategy for the team.,"in total, there is exactly one coach planning the strategies","in total, there is more than one coach planning the strategies",a,every,A,surface,indefinite,universal,unimported,unimported,2
